ID,Title
1126,Automated Microscopy Image Segmentation and Analysis with Machine Learning
1127,GAC3D: improving monocular 3D object detection with ground-guide model and adaptive convolution
1128,Exploring the vertical dimension of street view image based on deep learning: a case study on lowest floor elevation estimation
1129,Hierarchical Reasoning Network for Human-Object Interaction Detection
1130,"DetecDiv, a deep-learning platform for automated cell division tracking and replicative lifespan analysis"
1131,Quantifying the Severity of Common Rust in Maize Using Mask R-CNN
1132,Avoiding a replication crisis in deep-learning-based bioimage analysis
1133,Players Detection using U-Net based Fully Convolutional Network
1134,Long-Range Multi-Object Tracking at Traffic Intersections on Low-Power Devices
1135,Small Target Detection Algorithm Based on Transfer Learning and Deep Separable Network
1136,Underwater image segmentation in the wild using deep learning
1137,A Survey on Deep Learning Approaches to Medical Images and a Systematic Look up into Real-Time Object Detection
1138,Long term and robust 6DoF motion tracking for highly dynamic stereo endoscopy videos
1139,Predicting apparent personality from body language: benchmarking deep learning architectures for adaptive social human–robot interaction
1140,A Visual Aquaculture System Using a Cloud-Based Autonomous Drones
1141,Machine Learning in X-ray Imaging and Microscopy Applications
1142,A Cascaded Deep Neural Network for Position Estimation of Industrial Robots
1143,Search-Based Planning and Reinforcement Learning for Autonomous Systems and Robotics
1144,RefineFace: Refinement Neural Network for High Performance Face Detection
1145,Contextual Translation Embedding for Visual Relationship Detection and Scene Graph Generation
1146,Drive on Pedestrian Walk. TUK Campus Dataset
1147,VoluMon: Weakly-Supervised Volumetric Monocular Estimation with Ellipsoid Representations
1148,Object-to-Scene: Learning to Transfer Object Knowledge to Indoor Scene Recognition
1149,PoseFusion2: Simultaneous Background Reconstruction and Human Shape Recovery in Real-time
1150,TUPPer-Map: Temporal and Unified Panoptic Perception for 3D Metric-Semantic Mapping
1151,AcousticFusion: Fusing Sound Source Localization to Visual SLAM in Dynamic Environments
1152,Through the Looking Glass: Diminishing Occlusions in Robot Vision Systems with Mirror Reflections
1153,Multitask Variational Autoencoding of Human-to-Human Object Handover
1154,Vessel Classification Using A Regression Neural Network Approach*
1155,Autonomous Flights in Dynamic Environments with Onboard Vision
1156,CP-loss: Connectivity-preserving Loss for Road Curb Detection in Autonomous Driving with Aerial Images
1157,BORM: Bayesian Object Relation Model for Indoor Scene Recognition
1158,Telemanipulation via Virtual Reality Interfaces with Enhanced Environment Models
1159,A Multi-Hypothesis Approach to Pose Ambiguity in Object-Based SLAM
1160,Acceleration of Actor-Critic Deep Reinforcement Learning for Visual Grasping by State Representation Learning Based on a Preprocessed Input Image
1161,Automatic Learning System for Object Function Points from Random Shape Generation and Physical Validation
1162,Object Learning for 6D Pose Estimation and Grasping from RGB-D Videos of In-hand Manipulation
1163,NudgeSeg: Zero-Shot Object Segmentation by Repeated Physical Interaction
1164,Developing a Compressed Object Detection Model Based on YOLOv4 for Deployment on Embedded GPU Platform of Autonomous System
1165,MRDet: A Multihead Network for Accurate Rotated Object Detection in Aerial Images
1166,ConvNets for counting: Object detection of transient phenomena in steelpan drumsa)
1167,Multiple-Object Detection and Segmentation Based on Deep Learning in High-Resolution Video Using Mask-RCNN
1168,A new approach to learning and recognizing leaf diseases from individual lesions using convolutional neural networks
1169,A novel vision-based method for 3D profile extraction of wire harness in robotized assembly process
1170,DLNet: Accurate segmentation of green fruit in obscured environments
1171,Method based on the cross-layer attention mechanism and multiscale perception for safety helmet-wearing detection
1172,Vehicle detection from road image sequences for intelligent traffic scheduling
1173,Learning complementary Siamese networks for real-time high-performance visual tracking
1174,Multi-scale adversarial network for vehicle detection in UAV imagery
1175,Object detection in agricultural contexts: A multiple resolution benchmark and comparison to human
1176,A method for litchi picking points calculation in natural environment based on main fruit bearing branch detection
1177,Multiple attention encoded cascade R-CNN for scene text detection
1178,Multispectral background subtraction with deep learning
1179,Weakly supervised instance segmentation using multi-prior fusion
1180,An enhanced 3D model and generative adversarial network for automated generation of horizontal building mask images and cloudless aerial photographs
1181,Automated detection and segmentation of concrete air voids using zero-angle light source and deep learning
1182,Selective region enlargement network for fast object detection in high resolution images
1183,Synthetic data generation using building information models
1184,A review on deep learning in UAV remote sensing
1185,A novel Structure from Motion-based approach to underwater pile field documentation
1186,Fast pixel-matching for video object segmentation
1187,Deep Leaf: Mask R-CNN based leaf Detection and Segmentation from digitized herbarium specimen images
1188,Automatic identification and quantification of dense microcracks in high-performance fiber-reinforced cementitious composites through deep learning-based computer vision
1189,Nondiscriminatory treatment: A straightforward framework for multi-human parsing
1190,A Study on the effects of recursive convolutional layers in convolutional neural networks
1191,Hierarchical deep reinforcement learning to drag heavy objects by adult-sized humanoid robot
1192,Investigation on mixed particle classification based on imaging processing with convolutional neural network
1193,An Instance Segmentation Model for Strawberry Diseases Based on Mask R-CNN
1194,Weak sub-network pruning for strong and efficient neural networks
1195,Learning From Multiple Datasets With Heterogeneous and Partial Labels for Universal Lesion Detection in CT
1196,A Study on Deep learning-based Hand Drawing Psychological Analysis Algorithm
1197,Urban Remote Sensing Using Ground‐Based Street View Images
1198,Joint optic disc and cup segmentation based on multi-scale feature analysis and attention pyramid architecture for glaucoma screening
1199,Target localization in local dense mapping using RGBD SLAM and object detection
1200,Deep Learning Models for Architectural Façade Detection in Spherical Images
1201,Semantic Segmentation of Aerial Images Using Binary Space Partitioning
1202,Occluded Animal Shape and Pose Estimation from a Single Color Image
1203,Keypoint Context Aggregation for Human Pose Estimation
1204,A Weakly Supervised Defect Detection Based on Dual Path Networks and GMA-CAM
1205,Multi-scale Attention-Based Feature Pyramid Networks for Object Detection
1206,Two-Stage Polishing Network for Camouflaged Object Detection
1207,Human-Object Interaction Detection Based on Multi-scale Attention Fusion
1208,Accurate Oriented Instance Segmentation in Aerial Images
1209,Deep reinforcement learning in computer vision: a comprehensive survey
1210,Portable Ultrasound Research System for Use in Automated Bladder Monitoring with Machine-Learning-Based Segmentation
1211,A Deep-Fusion Network for Crowd Counting in High-Density Crowded Scenes
1212,Character-Level Street View Text Spotting Based on Deep Multisegmentation Network for Smarter Autonomous Driving
1213,Vision-Based Productivity Analysis of Cable Crane Transportation Using Augmented Reality–Based Synthetic Image
1214,Visiting the Invisible: Layer-by-Layer Completed Scene Decomposition
1215,An Automatic Knee Osteoarthritis Diagnosis Method Based on Deep Learning: Data from the Osteoarthritis Initiative
1216,Action Anticipation Using Pairwise Human-Object Interactions and Transformers
1217,Sparse Coding Driven Deep Decision Tree Ensembles for Nucleus Segmentation in Digital Pathology Images
1218,Evaluation of Deep Learning-Based Neural Network Methods for Cloud Detection and Segmentation
1219,Fetal Brain MRI Measurements Using a Deep Learning Landmark Network with Reliability Estimation
1220,False Positive Suppression in Cervical Cell Screening via Attention-Guided Semi-supervised Learning
1221,Indoor objects detection system implementation using multi-graphic processing units
1222,A real-time and high-precision method for small traffic-signs recognition
1223,An Embeddable Algorithm for Automatic Garbage Detection Based on Complex Marine Environment
1224,An Image-Based Benchmark Dataset and a Novel Object Detector for Water Surface Object Detection
1225,Weakly Supervised Object Detection for Auroral Vortex Structure in All-sky Image
1226,Multi-Scale Approach for Document Detection Based on the Cascade mask RCNN
1227,A Longitudinal Dense Feature Pyramid Network for Object Detection
1228,AI-driven high-throughput automation of behavioral analysis and dual-channel wireless optogenetics for multiplexing brain dynamics
1229,A deep learning‐based attack on text CAPTCHAs by using object detection techniques
1230,Potato crop stress identification in aerial images using deep learning‐based object detection
1231,Efficient Single-Shot Multi-Object Tracking for Vehicles in Traffic Scenarios
1232,Semantics Aware Dynamic SLAM Based on 3D MODT
1233,Automatic multi-plaque tracking and segmentation in ultrasonic videos
1234,Implementation of artificial intelligence algorithms for melanoma screening in a primary care setting
1235,TDIOT: Target-Driven Inference for Deep Video Object Tracking
1236,Multitask adversarial attack with dispersion amplification
1237,PI-Net: An End-to-End Deep Neural Network for Bidirectionally and Directly Fusing Point Clouds With Images
1238,Subjectively Measured Streetscape Qualities for Shanghai with Large-Scale Application of Computer Vision and Machine Learning
1239,Deep learning for velocity model building with common-image gather volumes
1240,GT U-Net: A U-Net Like Group Transformer Network for Tooth Root Segmentation
1241,Asymmetric 3D Context Fusion for Universal Lesion Detection
1242,DeepOPG: Improving Orthopantomogram Finding Summarization with Weak Supervision
1243,Conditional Training with Bounding Map for Universal Lesion Detection
1244,A Segmentation-Assisted Model for Universal Lesion Detection with Partial Labels
1245,CA2.5-Net Nuclei Segmentation Framework with a Microscopy Cell Benchmark Collection
1246,A Deep Learning Bidirectional Temporal Tracking Algorithm for Automated Blood Cell Counting from Non-invasive Capillaroscopy Videos
1247,Hierarchical Graph Pathomic Network for Progression Free Survival Prediction
1248,Nuclei Grading of Clear Cell Renal Cell Carcinoma in Histopathological Image by Composite High-Resolution Network
1249,Leveraging Auxiliary Information from EMR for Weakly Supervised Pulmonary Nodule Detection
1250,EllipseNet: Anchor-Free Ellipse Detection for Automatic Cardiac Biometrics in Fetal Echocardiography
1251,Sharpening Local Interpretable Model-Agnostic Explanations for Histopathology: Improved Understandability and Reliability
1252,Stain Mix-Up: Unsupervised Domain Generalization for Histopathology Images
1253,Quantitative Assessments for Ultrasound Probe Calibration
1254,Coarse-To-Fine Segmentation of Organs at Risk in Nasopharyngeal Carcinoma Radiotherapy
1255,RFSOD: a lightweight single-stage detector for real-time embedded applications to detect small-size objects
1256,The zinc cluster transcription factor Rha1 is a positive filamentation regulator in Candida albicans
1257,Capturing the objects of vision with neural networks
1258,Tooth Instance Segmentation on Panoramic Dental Radiographs Using U-Nets and Morphological Processing
1259,Using Convolutional Neural Networks for Detection and Morphometric Analysis of Carolina Bays from Publicly Available Digital Elevation Models
1260,pcnaDeep: A Fast and Robust Single-Cell Tracking Method Using Deep-Learning Mediated Cell Cycle Profiling
1261,Building panoptic change segmentation with the use of uncertainty estimation in squeeze-and-attention CNN and remote sensing observations
1262,Score to Learn: A Comparative Analysis of Scoring Functions for Active Learning in Robotics
1263,Active Learning for Crop-Weed Discrimination by Image Classification from Convolutional Neural Network’s Feature Pyramid Levels
1264,OATCR: Outdoor Autonomous Trash-Collecting Robot Design Using YOLOv4-Tiny
1265,Apple target recognition method in complex environment based on improved YOLOv4
1266,Sashimi: A toolkit for facilitating high‐throughput organismal image segmentation using deep learning
1267,Research on Multi-Object Sorting System Based on Deep Learning
1268,State of the Art Cell Detection in Bone Marrow Whole Slide Images
1269,Massively parallel quantification of phenotypic heterogeneity in single-cell drug responses
1270,Monitoring System of Safe Adult-child Ratio in Childcare Institutions Based on Image Recognition
1271,Looking for Change? Roll the Dice and Demand Attention
1272,Image Scene Analysis Based on Improved FCN Model
1273,Associative affinity network learning for multi-object tracking
1274,A Multimodal Approach for Multiple-Relation Extraction in Videos
1275,Detailed 3D human body reconstruction from multi-view images combining voxel super-resolution and learned implicit representation
1276,Single and two-person(s) pose estimation based on R-WAA
1277,Fight Detection in Images Using Postural Analysis
1278,New directions in hypernuclear physics
1279,Norm-Aware Embedding for Efficient Person Search and Tracking
1280,The Fishyscapes Benchmark: Measuring Blind Spots in Semantic Segmentation
1281,High-Efficiency Classification of White Blood Cells Based on Object Detection
1282,3D Point Cloud Semantic Augmentation: Instance Segmentation of 360° Panoramas by Deep Learning Techniques
1283,VCANet: Vanishing-Point-Guided Context-Aware Network for Small Road Object Detection
1284,Content modification of soccer videos using a supervised deep learning framework
1285,Stereo VoVNet-CNN for 3D object detection
1286,Two-Stage CNN-Based Wood Log Recognition
1287,Prediction of the Vigor and Health of Peach Tree Orchard
1288,Deep Learning of Histopathology Images at the Single Cell Level
1289,Crack Identification Method of Steel Fiber Reinforced Concrete Based on Deep Learning: A Comparative Study and Shared Crack Database
1290,Foreground Refinement Network for Rotated Object Detection in Remote Sensing Images
1291,Implementation of Online Teaching Behavior Analysis System
1292,MA Mask R-CNN: MPR and AFPN Based Mask R-CNN
1293,Road Littering Preventive System Using Object Detection and Tracking
1294,Approaching the Real-World
1295,ISACS
1296,A warning framework for avoiding vessel‐bridge and vessel‐vessel collisions based on generative adversarial and dual‐task networks
1297,Location Sensitive Network for Human Instance Segmentation
1298,Auricular Point Localization Oriented Region Segmentation for Human Ear
1299,Deep learning for bioimage analysis in developmental biology
1300,A Method of Green Citrus Detection in Natural Environments Using a Deep Convolutional Neural Network
1301,Blending Pruning Criteria for Convolutional Neural Networks
1302,RATS: Robust Automated Tracking and Segmentation of Similar Instances
1303,Multi-Branch Network for Small Human Pose Estimation
1304,Selective Multi-scale Learning for Object Detection
1305,Segmentation and motion parameter estimation for robotic Medjoul-date thinning
1306,Mask Attention-SRGAN for Mobile Sensing Networks
1307,DASH: Modularized Human Manipulation Simulation with Vision and Language for Embodied AI
1308,X-Ray Image Recognition Based on Improved Mask R-CNN Algorithm
1309,PTXNet: An extended UNet model based segmentation of pneumothorax from chest radiography images
1310,Joint relation based human pose estimation
1311,AIoU: Adaptive bounding box regression for accurate oriented object detection
1312,A New Convolutional Neural Network Architecture for Automatic Segmentation of Overlapping Human Chromosomes
1313,Tensor pooling-driven instance segmentation framework for baggage threat recognition
1314,Towards Facial Expression Recognition for On-Farm Welfare Assessment in Pigs
1315,A Crop Image Segmentation and Extraction Algorithm Based on Mask RCNN
1316,Research on a Segmentation Algorithm for the Tujia Brocade Images Based on Unsupervised Gaussian Mixture Clustering
1317,FairMOT: On the Fairness of Detection and Re-identification in Multiple Object Tracking
1318,Crack detection using fusion features‐based broad learning system and image processing
1319,Real-Time 3D Reconstruction Method Based on Monocular Vision
1320,Study on Data Partition for Delimitation of Masses in Mammography
1321,Learning Channel-Wise Interactions for Binary Convolutional Neural Networks
1322,Deep High-Resolution Representation Learning for Visual Recognition
1323,Deep Learning for Image Super-Resolution: A Survey
1324,LayoutParser: A Unified Toolkit for Deep Learning Based Document Image Analysis
1325,"VSR: A Unified Framework for Document Layout Analysis Combining Vision, Semantics and Relations"
1326,LGPMA: Complicated Table Structure Recognition with Local and Global Pyramid Mask Alignment
1327,Adaptive Scaling for Archival Table Structure Recognition
1328,DiagramNet: Hand-Drawn Diagram Recognition Using Visual Arrow-Relation Detection
1329,ViBERTgrid: A Jointly Trained Multi-modal 2D Document Representation for Key Information Extraction from Documents
1330,Visual FUDGE: Form Understanding via Dynamic Graph Editing
1331,Text Detection by Jointly Learning Character and Word Regions
1332,BoundaryNet: An Attentive Deep Network with Fast Marching Distance Maps for Semi-automatic Layout Annotation
1333,NTable: A Dataset for Camera-Based Table Detection
1334,TabLeX: A Benchmark Dataset for Structure and Content Information Extraction from Scientific Tables
1335,Unsupervised Learning of Text Line Segmentation by Differentiating Coarse Patterns
1336,Palmira: A Deep Deformable Network for Instance Segmentation of Dense and Uneven Layouts in Handwritten Manuscripts
1337,DCINN: Deformable Convolution and Inception Based Neural Network for Tattoo Text Detection Through Skin Region
1338,Towards Document Panoptic Segmentation with Pinpoint Accuracy: Method and Evaluation
1339,EEM: An End-to-end Evaluation Metric for Scene Text Detection and Recognition
1340,ICDAR 2021 Competition on Components Segmentation Task of Document Photos
1341,ICDAR 2021 Competition on Integrated Circuit Text Spotting and Aesthetic Assessment
1342,ICDAR 2021 Competition on Scene Video Text Spotting
1343,Rotated Box Is Back: An Accurate Box Proposal Network for Scene Text Detection
1344,Mask Scene Text Recognizer
1345,GNHK: A Dataset for English Handwriting in the Wild
1346,Fast Text vs. Non-text Classification of Images
1347,Key-Guided Identity Document Classification Method by Graph Attention Network
1348,Bidirectional Regression for Arbitrary-Shaped Text Detection
1349,Improving Machine Understanding of Human Intent in Charts
1350,A Handwritten Signature Segmentation Approach for Multi-resolution and Complex Documents Acquired by Multiple Sources
1351,Advertisement Extraction Using Deep Learning
1352,MTL-FoUn: A Multi-Task Learning Approach to Form Understanding
1353,Object Detection Based Handwriting Localization
1354,DanceVis: toward better understanding of online cheer and dance training
1355,3D LiDAR Depth Completion Based on Shift-Convolution Using Adjacent Pixel Information
1356,Space-Based Global Maritime Surveillance. Part II: Artificial Intelligence and Data Fusion Techniques
1357,Velocity model building using transfer learning
1358,"Using deep learning to detect rare archaeological features: A case from coastal South Carolina, USA"
1359,Genome-wide identification of sexual-reproduction genes in fission yeast via transposon-insertion sequencing
1360,Brain tumor localization and segmentation using mask RCNN
1361,Noisy Localization Annotation Refinement for Object Detection
1362,Integrated System of Mobile Manipulator with Speech Recognition and Deep Learning-based Object Detection
1363,Precise Docking at Charging Stations for Large-Capacity Vehicles: An Advanced Driver-Assistance System for Drivers of Electric Urban Buses
1364,Deep Learning: An Update for Radiologists
1365,"Development and pilot test of a machine learning-based knee exercise system with video demonstration, real-time feedback, and exercise performance score"
1366,3D reconstruction and automatic leakage defect quantification of metro tunnel based on SfM-Deep learning method
1367,Actor–Critic Reinforcement Learning and Application in Developing Computer-Vision-Based Interface Tracking
1368,Anchor tuning in Faster R-CNN for measuring corn silage physical characteristics
1369,Data-driven trajectory prediction with weather uncertainties: A Bayesian deep learning approach
1370,Image processing for graphic normalisation of the ceramic profile in archaeological sketches making use of deep neuronal net (DNN)
1371,In-field apple size estimation using photogrammetry-derived 3D point clouds: Comparison of 4 different methods considering fruit occlusions
1372,Pedestrian intention prediction: A convolutional bottom-up multi-task approach
1373,Measuring In-Building Spatial-Temporal Human Distribution through Monocular Image Data Considering Deep Learning–Based Image Depth Estimation
1374,Three-Dimensional Object Detection with Deep Neural Networks for Automatic As-Built Reconstruction
1375,A UAV-based machine vision method for bridge crack recognition and width quantification through hybrid feature learning
1376,An optimized railway fastener detection method based on modified Faster R-CNN
1377,MODE-CNN: A fast converging multi-objective optimization algorithm for CNN-based models
1378,IceMaskNet: River ice detection and characterization using deep learning algorithms applied to aerial photography
1379,Deep 3D human pose estimation: A review
1380,A deep learning based automatic defect analysis framework for In-situ TEM ion irradiations
1381,Domain adaptation of object detector using scissor-like networks
1382,Towards improving classification power for one-shot object detection
1383,Defect detection in CT scans of cast aluminum parts: A machine vision perspective
1384,Mask-MCNet: Tooth instance segmentation in 3D point clouds of intra-oral scans
1385,Deep learning for processing electromyographic signals: A taxonomy-based survey
1386,Weakly supervised video object segmentation initialized with referring expression
1387,Location Property of Convolutional Neural Networks for Image Classification
1388,Consistent depth of moving objects in video
1389,General virtual sketching framework for vector line art
1390,DeepFormableTag
1391,A study to recognize and classify road dangerous objects automatically using deep learning
1392,Pedestrian Detection Based on Hand-crafted Features and Multi-layer Feature Fused-ResNet Model
1393,Comparison of Object Detection Approaches Applied to Field Images of Papanicolaou Stained Cytology Slides
1394,RS-Net: robust segmentation of green overlapped apples
1395,Exploring a Large Dataset of Educational Videos Using Object Detection Analysis
1396,Weakly supervised underwater fish segmentation using affinity LCFCN
1397,Affordance-based robot object retrieval
1398,Facial features detection method based on improved centernet
1399,V-HPM Based Gait Recognition
1400,PFF-FPN: A Parallel Feature Fusion Module Based on FPN in Pedestrian Detection
1401,Automobile airbag defect detection algorithm based on improved Faster RCNN
1402,A New Bottom-up Human Pose Estimation Method by Body Center and Anchor Points
1403,Approach to Image-Based Segmentation of Complex Surfaces Using Machine Learning Tools During Motion of Mobile Robots
1404,Artificial intelligence in endoscopy: The challenges and future directions
1405,Rain-Free and Residue Hand-in-Hand: A Progressive Coupled Network for Real-Time Image Deraining
1406,Machine Learning based Extraction of Electrical Substations from High Resolution Satellite Data: Outcome of the ICETCI 2021 Challenge
1407,Improved handling of motion blur for grape detection after deblurring
1408,Toward Fully Automated Metal Recycling using Computer Vision and Non-Prehensile Manipulation
1409,A High-Resolution Network-Based Approach for 6D Pose Estimation of Industrial Parts
1410,A Novel Pipeline on Medical Object Detection for Bias Reduction: Preliminary Study for Brain MRI
1411,A Mask R-CNN based Approach for Automatic Lung Segmentation in Computed Tomography Scans
1412,MonoMR: Synthesizing Pseudo-2.5D Mixed Reality Content from Monocular Videos
1413,Enhanced Spatial–Temporal Map-Based Video Analytic Platform and Its Local- Versus Cloud-Based Deployment with Regional 511 Camera Network
1414,Monocularly Generated 3D High Level Semantic Model by Integrating Deep Learning Models and Traditional Vision Techniques
1415,General-purpose Abandoned Object Detection Method without Background Modeling
1416,A Novel Approach to Automated 3D Spalling Defects Inspection in Railway Tunnel Linings Using Laser Intensity and Depth Information
1417,Inexpensive monitoring of flying insect activity and abundance using wildlife cameras
1418,DANet
1419,Scene-aware Learning Network for Radar Object Detection
1420,"Radar Object Detection Using Data Merging, Enhancement and Fusion"
1421,Fusion Coding of 3D Real and Virtual Scenes Information for Augmented Reality-Based Holographic Stereogram
1422,Point Cloud Hand–Object Segmentation Using Multimodal Imaging with Thermal and Color Data for Safe Robotic Object Handover
1423,Multi-scale Xception based depthwise separable convolution for single image super-resolution
1424,Iris Recognition Development Techniques: A Comprehensive Review
1425,Instance Segmentation of Industrial Point Cloud Data
1426,Using the Improved Mask R-cnn and Softer-nms for Target Segmentation of Remote Sensing Image
1427,Landslide Detection Based on Improved YOLOv5 and Satellite Images
1428,MPTS-AFBP: Multi-pedestrian Tracking and Segmentation Based on Anchor-Free Detector
1429,Capsule Interpretability in Object Detection
1430,Learning to Detect Keypoints of Muti-type UAVs with OpenPose Network
1431,A Visual SLAM Algorithm Based on Image Semantic Segmentation in Dynamic Environment
1432,Bridge Detection Algorithm Based on Rotation and Scale Invariance
1433,DPD-DS for plant disease detection based on instance segmentation
1434,SSPSNet: a single shot panoptic segmentation network for accurate scene parsing
1435,DeepCob: precise and high-throughput analysis of maize cob geometry using deep learning with an application in genebank phenomics
1436,Detection and tracking hand from FPV: benchmarks and challenges on rehabilitation exercises dataset
1437,Knowledge Distillation via Entropy Map for Scene Text Detection
1438,Language-Conditioned Region Proposal and Retrieval Network for Referring Expression Comprehension
1439,Person Retrieval in Video Surveillance Using Deep Learning–Based Instance Segmentation
1440,Learning Image Segmentation from Few Annotations
1441,Enforcing Morphological Information in Fully Convolutional Networks to Improve Cell Instance Segmentation in Fluorescence Microscopy Images
1442,Deep Learning for Age Estimation Using EfficientNet
1443,ST-HOI: A Spatial-Temporal Baseline for Human-Object Interaction Detection in Videos
1444,GinJinn2: Object detection and segmentation for ecology and evolution
1445,A systematic survey of deep learning in breast cancer
1446,Bibliography
1447,An Analysis of Use of Image Processing and Neural Networks for Window Crossing in an Autonomous Drone
1448,A Multichannel Deep Neural Network for Retina Vessel Segmentation via a Fusion Mechanism
1449,Differential cell counts using center-point networks achieves human-level accuracy and efficiency over segmentation
1450,Automated delineation of head and neck organs at risk using synthetic MRI‐aided mask scoring regional convolutional neural network
1451,Neural Event Semantics for Grounded Language Understanding
1452,A Coarse-to-Fine Framework for Resource Efficient Video Recognition
1453,The challenge of blending in large sky surveys
1454,Rotation-Invariant Task-Aware Spatial Disentanglement in Rotated Ship Detection Based on the Three-Stage Method
1455,A road map for planning-deploying machine vision artifacts in the context of industry 4.0
1456,Deep learning applied to plant pathology: the problem of data representativeness
1457,A novel backbone architecture for pedestrian detection based on the human visual system
1458,Deep CNN Face Recognition: Looking at the Past and the Future
1459,Quantification of the Immune Content in Neuroblastoma: Deep Learning and Topological Data Analysis in Digital Pathology
1460,Text line extraction using deep learning and minimal sub seams
1461,YOLOv5_CSL_F: YOLOv5’s Loss Improvement and Attention Mechanism Application for Remote Sensing Image Object Detection
1462,Data Analytics and Machine Learning
1463,Web-Scale Generic Object Detection at Microsoft Bing
1464,Research on Recognition of Working Area and Road Garbage for Road Sweeper Based on Mask R-CNN Neural Network
1465,Intelligent Road Surface Deep Embedded Classifier for an Efficient Physio-Based Car Driver Assistance
1466,Octave Deep Compression: In-Parallel Pruning-Quantization on Different Frequencies
1467,Machine Learning-Based Risk Analysis for Construction Worker Safety from Ubiquitous Site Photos and Videos
1468,Coverage hole detection in WSN with force-directed algorithm and transfer learning
1469,Deep negative volume segmentation
1470,TSNet : Tree structure network for human pose estimation
1471,Correspondence identification for collaborative multi-robot perception under uncertainty
1472,Detection of human lower limb mechanical axis key points and its application on patella misalignment detection
1473,Low-Bandwidth and Compute-Bound RGB-D Planar Semantic SLAM †
1474,Multi-pathology detection and lesion localization in WCE videos by using the instance segmentation approach
1475,Clinical application of mask region-based convolutional neural network for the automatic detection and segmentation of abnormal liver density based on hepatocellular carcinoma computed tomography datasets
1476,COUNTING ICE-WEDGE POLYGONS FROM SPACE: USE OF COMMERCIAL SATELLITE IMAGERY TO MONITOR CHANGING ARCTIC POLYGONAL TUNDRA
1477,"Instance Segmentation, Body Part Parsing, and Pose Estimation of Human Figures in Pictorial Maps"
1478,Pyramid-attention based multi-scale feature fusion network for multispectral pan-sharpening
1479,Modality Attention and Sampling Enables Deep Learning with Heterogeneous Marker Combinations in Fluorescence Microscopy
1480,Semantic Deep Learning Integrated with RGB Feature-Based Rule Optimization for Facility Surface Corrosion Detection and Evaluation
1481,Deep Learning based Automatic Extraction of Student Performance from Gazette Assessment Data
1482,Deep Learning Based Semantic Page Segmentation of Document Images in Chinese and English
1483,Small Object Recognition Based on the Generative Adversarial Network and Multi-instance Learning
1484,Rapid Earthquake Assessment from Satellite Imagery Using RPN and Yolo v3
1485,Capsule networks with non-iterative cluster routing
1486,Optimization of Human Pose Detection Based on Mask RCNN
1487,Ensemble UNet++ for Locating the Exponential Growth Virus Samples
1488,Finetuned YOLOv3 for Getting Four Times the Detection Speed
1489,Panoptic-DLA: Document Layout Analysis of Historical Newspapers Based on Proposal-Free Panoptic Segmentation Model
1490,Neural Network Training Acceleration by Weight Standardization in Segmentation of Electronic Commerce Images
1491,Computer-Aided Colon Polyp Detection on High Resolution Colonoscopy Using Transfer Learning Techniques
1492,A systematic evaluation of the computational tools for lncRNA identification.
1493,Construction of GUI Elements Recognition Model for AI Testing based on Deep Learning
1494,Real-time Covid-19 Face Mask Detection with YOLOv4
1495,Deep Learning Based Thermal Object Recognition under Different Illumination Conditions
1496,Fear memory-associated synaptic and mitochondrial changes revealed by deep learning-based processing of electron microscopy data
1497,A Deep Learning Framework for Blended Distortion Segmentation in Stitched Images
1498,Sentiment analysis of pets using deep learning technologies in artificial intelligence of things system
1499,Riprap Stockpile Size and Shape Analyses Using Computer Vision
1500,Engineering a Digital Twin for Manual Assembling
1501,Real-time Detection of Pantograph Using Improved CenterNet
1502,Detection and Identification of the Stages of DH5-Alpha Escherichia coli Biofilm Formation on Metal by Using an Artificial Intelligence System
1503,The State of Lifelong Learning in Service Robots:
1504,Intelligent Self-Protection Solution Against COVID-19
1505,AI and ML-Based Crop Detection Application
1506,Learning to Learn Adaptive Classifier–Predictor for Few-Shot Learning
1507,Skull stripping using traditional and soft-computing approaches for magnetic resonance images : a semi-systematic meta-analysis
1508,A Short Survey on Machine Learning Explainability: An Application to Periocular Recognition
1509,A pipeline to quantify spinal cord atrophy with deep learning: Application to differentiation of MS and NMOSD patients
1510,Pose Knowledge Transfer for multi-person pose estimation
1511,Fruit maturity and location identification of beef tomato using R-CNN and binocular imaging technology
1512,Gar-Bot: Garbage Collecting and Segregating Robot
1513,Method to Generate Building Damage Maps by Combining Aerial Image Processing and Crowdsourcing
1514,Fast and Unsupervised Neural Architecture Evolution for Visual Representation Learning
1515,RECOGNITION OF HUMAN ACTIONS IN VIDEO SEQUENCES USING THE LSTM NETWORK
1516,An Interconnected Feature Pyramid Networks for object detection
1517,A regional distance regression network for monocular object distance estimation
1518,General virtual sketching framework for vector line art
1519,Deep learning ensemble method for classification of satellite hyperspectral images
1520,Computer vision based food grain classification: A comprehensive survey
1521,Instance segmentation of fallen trees in aerial color infrared imagery using active multi-contour evolution with fully convolutional network-based intensity priors
1522,Semantic meaning modulates object importance in human fixation prediction
1523,Maize residue segmentation using Siamese domain transfer network
1524,Structure-aware indoor scene reconstruction via two levels of abstraction
1525,Image-based size estimation of broccoli heads under varying degrees of occlusion
1526,Instance segmentation of center pivot irrigation systems using multi-temporal SENTINEL-1 SAR images
1527,Deep Learning for Visual Analytics of the Spread of COVID-19 Infection in Crowded Urban Environments
1528,Traffic thermal infrared texture generation based on siamese semantic CycleGAN
